slice_file_name,fsID,start,end,salience,fold,classID,class
105415-2-0-15.wav,105415,7.5,11.5,1,1,2,children_playing
105415-2-0-19.wav,105415,9.5,13.5,1,1,2,children_playing
105415-2-0-21.wav,105415,10.5,14.5,1,1,2,children_playing
105415-2-0-24.wav,105415,12.0,16.0,1,1,2,children_playing
105415-2-0-4.wav,105415,2.0,6.0,1,1,2,children_playing
105415-2-0-6.wav,105415,3.0,7.0,1,1,2,children_playing
105415-2-0-8.wav,105415,4.0,8.0,1,1,2,children_playing
106905-8-0-0.wav,106905,43.636489000000005,47.636489000000005,2,1,8,siren
106905-8-0-1.wav,106905,44.136489000000005,48.136489000000005,2,1,8,siren
106905-8-0-2.wav,106905,44.636489000000005,48.636489000000005,2,1,8,siren
106905-8-0-3.wav,106905,45.136489000000005,49.136489000000005,2,1,8,siren
108041-9-0-11.wav,108041,5.5,9.5,1,1,9,street_music
108041-9-0-2.wav,108041,1.0,5.0,1,1,9,street_music
108041-9-0-4.wav,108041,2.0,6.0,1,1,9,street_music
108041-9-0-5.wav,108041,2.5,6.5,1,1,9,street_music
108041-9-0-6.wav,108041,3.0,7.0,1,1,9,street_music
108041-9-0-7.wav,108041,3.5,7.5,1,1,9,street_music
108041-9-0-9.wav,108041,4.5,8.5,1,1,9,street_music
108362-2-0-11.wav,108362,5.5,9.5,1,1,2,children_playing
108362-2-0-12.wav,108362,6.0,10.0,1,1,2,children_playing
108362-2-0-21.wav,108362,10.5,14.5,1,1,2,children_playing
108362-2-0-23.wav,108362,11.5,15.5,1,1,2,children_playing
108362-2-0-29.wav,108362,14.5,18.5,1,1,2,children_playing
108362-2-0-30.wav,108362,15.0,19.0,1,1,2,children_playing
108362-2-0-7.wav,108362,3.5,7.5,1,1,2,children_playing
108362-2-0-9.wav,108362,4.5,8.5,1,1,2,children_playing
113205-5-0-0.wav,113205,2.12,5.36,1,1,5,engine_idling
113205-5-1-0.wav,113205,27.04,31.04,1,1,5,engine_idling
113205-5-1-1.wav,113205,27.54,31.54,1,1,5,engine_idling
113205-5-1-2.wav,113205,28.04,32.04,1,1,5,engine_idling
113205-5-1-3.wav,113205,28.54,32.54,1,1,5,engine_idling
113205-5-1-4.wav,113205,29.04,33.04,1,1,5,engine_idling
113205-5-1-5.wav,113205,29.54,33.54,1,1,5,engine_idling
113205-5-1-6.wav,113205,30.04,34.04,1,1,5,engine_idling
113205-5-1-7.wav,113205,30.54,34.54,1,1,5,engine_idling
113205-5-1-8.wav,113205,31.04,35.04,1,1,5,engine_idling
113205-5-1-9.wav,113205,31.54,35.54,1,1,5,engine_idling
114587-3-0-2.wav,114587,2.467612,6.467612,1,1,3,dog_bark
114587-3-0-4.wav,114587,3.4676120000000004,7.467612,1,1,3,dog_bark
114587-3-0-5.wav,114587,3.9676120000000004,7.967612,1,1,3,dog_bark
114587-3-0-7.wav,114587,4.967612,8.967611999999997,1,1,3,dog_bark
118101-3-0-0.wav,118101,1.0428709999999999,5.042871,1,1,3,dog_bark
118101-3-0-3.wav,118101,2.542871,6.542871,1,1,3,dog_bark
118101-3-0-4.wav,118101,3.042871,7.042871000000001,1,1,3,dog_bark
118101-3-0-6.wav,118101,4.042871,8.042871,1,1,3,dog_bark
118279-8-0-0.wav,118279,0.0,4.0,2,1,8,siren
118279-8-0-1.wav,118279,0.5,4.5,2,1,8,siren
118279-8-0-10.wav,118279,5.0,9.0,2,1,8,siren
118279-8-0-11.wav,118279,5.5,9.5,2,1,8,siren
118279-8-0-12.wav,118279,6.0,10.0,2,1,8,siren
118279-8-0-13.wav,118279,6.5,10.5,2,1,8,siren
118279-8-0-14.wav,118279,7.0,11.0,2,1,8,siren
118279-8-0-2.wav,118279,1.0,5.0,2,1,8,siren
118279-8-0-3.wav,118279,1.5,5.5,2,1,8,siren
118279-8-0-4.wav,118279,2.0,6.0,2,1,8,siren
118279-8-0-5.wav,118279,2.5,6.5,2,1,8,siren
118279-8-0-6.wav,118279,3.0,7.0,2,1,8,siren
118279-8-0-7.wav,118279,3.5,7.5,2,1,8,siren
118279-8-0-8.wav,118279,4.0,8.0,2,1,8,siren
118279-8-0-9.wav,118279,4.5,8.5,2,1,8,siren
118963-3-0-0.wav,118963,0.0,0.519479,1,1,3,dog_bark
119455-5-0-0.wav,119455,0.446601,4.446601,1,1,5,engine_idling
119455-5-0-1.wav,119455,0.946601,4.946601,1,1,5,engine_idling
119455-5-0-2.wav,119455,1.446601,5.446601,1,1,5,engine_idling
119455-5-0-3.wav,119455,1.9466009999999998,5.946601,1,1,5,engine_idling
119455-5-0-4.wav,119455,2.446601,6.446601,1,1,5,engine_idling
119455-5-0-5.wav,119455,2.946601,6.946600999999999,1,1,5,engine_idling
119455-5-0-6.wav,119455,3.446601,7.446600999999999,1,1,5,engine_idling
119455-5-0-7.wav,119455,3.946601,7.946600999999999,1,1,5,engine_idling
122690-6-0-0.wav,122690,12.231953,15.377839999999999,1,1,6,gun_shot
124489-9-0-12.wav,124489,6.0,10.0,1,1,9,street_music
124489-9-0-14.wav,124489,7.0,11.0,1,1,9,street_music
124489-9-0-16.wav,124489,8.0,12.0,1,1,9,street_music
124489-9-0-17.wav,124489,8.5,12.5,1,1,9,street_music
124489-9-0-18.wav,124489,9.0,13.0,1,1,9,street_music
124489-9-0-6.wav,124489,3.0,7.0,1,1,9,street_music
125791-3-0-12.wav,125791,6.0,10.0,1,1,3,dog_bark
125791-3-0-13.wav,125791,6.5,10.5,1,1,3,dog_bark
125791-3-0-15.wav,125791,7.5,11.5,1,1,3,dog_bark
125791-3-0-9.wav,125791,4.5,8.5,1,1,3,dog_bark
127873-0-0-0.wav,127873,0.0,2.04075,1,1,0,air_conditioner
130030-3-0-0.wav,130030,0.0,2.594667,1,1,3,dog_bark
132016-9-0-0.wav,132016,46.661108,50.661108,2,1,9,street_music
132016-9-0-11.wav,132016,52.161108,56.161108,2,1,9,street_music
132016-9-0-14.wav,132016,53.661108,57.661108,2,1,9,street_music
132016-9-0-16.wav,132016,54.661108,58.661108,2,1,9,street_music
132016-9-0-20.wav,132016,56.661108,60.661108,2,1,9,street_music
132016-9-0-6.wav,132016,49.661108,53.661108,2,1,9,street_music
134717-0-0-0.wav,134717,0.0,4.0,1,1,0,air_conditioner
134717-0-0-1.wav,134717,0.5,4.5,1,1,0,air_conditioner
134717-0-0-12.wav,134717,6.0,10.0,1,1,0,air_conditioner
134717-0-0-13.wav,134717,6.5,10.5,1,1,0,air_conditioner
134717-0-0-14.wav,134717,7.0,11.0,1,1,0,air_conditioner
134717-0-0-15.wav,134717,7.5,11.5,1,1,0,air_conditioner
134717-0-0-16.wav,134717,8.0,12.0,1,1,0,air_conditioner
134717-0-0-18.wav,134717,9.0,13.0,1,1,0,air_conditioner
134717-0-0-19.wav,134717,9.5,13.5,1,1,0,air_conditioner
134717-0-0-2.wav,134717,1.0,5.0,1,1,0,air_conditioner
134717-0-0-20.wav,134717,10.0,14.0,1,1,0,air_conditioner
134717-0-0-21.wav,134717,10.5,14.5,1,1,0,air_conditioner
134717-0-0-22.wav,134717,11.0,15.0,1,1,0,air_conditioner
134717-0-0-23.wav,134717,11.5,15.5,1,1,0,air_conditioner
134717-0-0-24.wav,134717,12.0,16.0,1,1,0,air_conditioner
134717-0-0-25.wav,134717,12.5,16.5,1,1,0,air_conditioner
134717-0-0-26.wav,134717,13.0,17.0,1,1,0,air_conditioner
134717-0-0-27.wav,134717,13.5,17.5,1,1,0,air_conditioner
134717-0-0-28.wav,134717,14.0,18.0,1,1,0,air_conditioner
134717-0-0-4.wav,134717,2.0,6.0,1,1,0,air_conditioner
134717-0-0-5.wav,134717,2.5,6.5,1,1,0,air_conditioner
134717-0-0-6.wav,134717,3.0,7.0,1,1,0,air_conditioner
134717-0-0-7.wav,134717,3.5,7.5,1,1,0,air_conditioner
134717-0-0-8.wav,134717,4.0,8.0,1,1,0,air_conditioner
134717-0-0-9.wav,134717,4.5,8.5,1,1,0,air_conditioner
135776-2-0-32.wav,135776,16.0,20.0,2,1,2,children_playing
135776-2-0-37.wav,135776,18.5,22.5,2,1,2,children_playing
135776-2-0-40.wav,135776,20.0,24.0,2,1,2,children_playing
135776-2-0-49.wav,135776,24.5,28.5,2,1,2,children_playing
135776-2-0-50.wav,135776,25.0,29.0,2,1,2,children_playing
135776-2-0-65.wav,135776,32.5,36.5,2,1,2,children_playing
135776-2-0-85.wav,135776,42.5,46.5,2,1,2,children_playing
135776-2-0-90.wav,135776,45.0,49.0,2,1,2,children_playing
137156-9-0-28.wav,137156,14.0,18.0,1,1,9,street_music
137156-9-0-30.wav,137156,15.0,19.0,1,1,9,street_music
137156-9-0-31.wav,137156,15.5,19.5,1,1,9,street_music
137156-9-0-5.wav,137156,2.5,6.5,1,1,9,street_music
137156-9-0-73.wav,137156,36.5,40.5,1,1,9,street_music
137156-9-0-79.wav,137156,39.5,43.5,1,1,9,street_music
138015-3-0-1.wav,138015,0.5,4.5,1,1,3,dog_bark
138015-3-0-5.wav,138015,2.5,6.5,1,1,3,dog_bark
138015-3-0-7.wav,138015,3.5,7.5,1,1,3,dog_bark
138031-2-0-13.wav,138031,6.5,10.5,1,1,2,children_playing
138031-2-0-2.wav,138031,1.0,5.0,1,1,2,children_playing
138031-2-0-22.wav,138031,11.0,15.0,1,1,2,children_playing
138031-2-0-23.wav,138031,11.5,15.5,1,1,2,children_playing
138031-2-0-28.wav,138031,14.0,18.0,1,1,2,children_playing
138031-2-0-45.wav,138031,22.5,26.5,1,1,2,children_playing
138031-2-0-47.wav,138031,23.5,27.5,1,1,2,children_playing
138031-2-0-7.wav,138031,3.5,7.5,1,1,2,children_playing
139951-9-0-13.wav,139951,6.5,10.5,1,1,9,street_music
139951-9-0-17.wav,139951,8.5,12.5,1,1,9,street_music
139951-9-0-29.wav,139951,14.5,18.5,1,1,9,street_music
139951-9-0-33.wav,139951,16.5,20.5,1,1,9,street_music
139951-9-0-45.wav,139951,22.5,26.5,1,1,9,street_music
139951-9-0-9.wav,139951,4.5,8.5,1,1,9,street_music
14113-4-0-0.wav,14113,0.0,4.0,1,1,4,drilling
14113-4-0-1.wav,14113,0.5,4.5,1,1,4,drilling
143604-5-0-0.wav,143604,3.311464,5.678107,1,1,5,engine_idling
143651-2-0-0.wav,143651,0.0,4.0,2,1,2,children_playing
143651-2-0-16.wav,143651,8.0,12.0,2,1,2,children_playing
143651-2-0-20.wav,143651,10.0,14.0,2,1,2,children_playing
143651-2-0-22.wav,143651,11.0,15.0,2,1,2,children_playing
143651-2-0-39.wav,143651,19.5,23.5,2,1,2,children_playing
143651-2-0-55.wav,143651,27.5,31.5,2,1,2,children_playing
143651-2-0-59.wav,143651,29.5,33.5,2,1,2,children_playing
143651-2-0-63.wav,143651,31.5,35.5,2,1,2,children_playing
146186-5-0-0.wav,146186,0.0,4.0,1,1,5,engine_idling
146186-5-0-1.wav,146186,0.5,4.5,1,1,5,engine_idling
146186-5-0-10.wav,146186,5.0,9.0,1,1,5,engine_idling
146186-5-0-11.wav,146186,5.5,9.5,1,1,5,engine_idling
146186-5-0-12.wav,146186,6.0,10.0,1,1,5,engine_idling
146186-5-0-13.wav,146186,6.5,10.5,1,1,5,engine_idling
146186-5-0-2.wav,146186,1.0,5.0,1,1,5,engine_idling
146186-5-0-3.wav,146186,1.5,5.5,1,1,5,engine_idling
146186-5-0-4.wav,146186,2.0,6.0,1,1,5,engine_idling
146186-5-0-5.wav,146186,2.5,6.5,1,1,5,engine_idling
146186-5-0-6.wav,146186,3.0,7.0,1,1,5,engine_idling
146186-5-0-7.wav,146186,3.5,7.5,1,1,5,engine_idling
146186-5-0-8.wav,146186,4.0,8.0,1,1,5,engine_idling
146186-5-0-9.wav,146186,4.5,8.5,1,1,5,engine_idling
147764-4-0-0.wav,147764,0.441828,2.143685,1,1,4,drilling
147764-4-1-0.wav,147764,2.143685,5.220118,1,1,4,drilling
147764-4-2-0.wav,147764,5.449214,6.103774,1,1,4,drilling
147764-4-3-0.wav,147764,6.4310540000000005,7.543807000000001,1,1,4,drilling
147764-4-4-0.wav,147764,7.641991,11.641991,1,1,4,drilling
147764-4-4-1.wav,147764,8.141991,12.141991,1,1,4,drilling
147764-4-4-2.wav,147764,8.641991,12.641991,1,1,4,drilling
147764-4-5-0.wav,147764,16.29855,17.329482000000002,1,1,4,drilling
147764-4-6-0.wav,147764,17.460394,21.460394,1,1,4,drilling
147764-4-7-0.wav,147764,23.400529000000002,24.595101,1,1,4,drilling
147764-4-8-0.wav,147764,24.676921,25.364209,1,1,4,drilling
150341-3-0-0.wav,150341,12.834011,13.322652,1,1,3,dog_bark
150341-3-1-0.wav,150341,15.377819,15.823344,1,1,3,dog_bark
151977-0-0-0.wav,151977,0.466587,4.4665870000000005,1,1,0,air_conditioner
151977-0-0-1.wav,151977,0.9665870000000001,4.9665870000000005,1,1,0,air_conditioner
151977-0-0-10.wav,151977,5.4665870000000005,9.466586999999999,1,1,0,air_conditioner
151977-0-0-11.wav,151977,5.9665870000000005,9.966586999999999,1,1,0,air_conditioner
151977-0-0-12.wav,151977,6.4665870000000005,10.466586999999999,1,1,0,air_conditioner
151977-0-0-13.wav,151977,6.966587,10.966586999999999,1,1,0,air_conditioner
151977-0-0-2.wav,151977,1.466587,5.4665870000000005,1,1,0,air_conditioner
151977-0-0-3.wav,151977,1.9665869999999999,5.9665870000000005,1,1,0,air_conditioner
151977-0-0-4.wav,151977,2.466587,6.4665870000000005,1,1,0,air_conditioner
151977-0-0-5.wav,151977,2.966587,6.9665870000000005,1,1,0,air_conditioner
151977-0-0-6.wav,151977,3.466587,7.466587,1,1,0,air_conditioner
151977-0-0-7.wav,151977,3.966587,7.966587,1,1,0,air_conditioner
151977-0-0-8.wav,151977,4.4665870000000005,8.466586999999999,1,1,0,air_conditioner
151977-0-0-9.wav,151977,4.9665870000000005,8.966586999999999,1,1,0,air_conditioner
155202-9-0-124.wav,155202,62.0,66.0,1,1,9,street_music
155202-9-0-126.wav,155202,63.0,67.0,1,1,9,street_music
155202-9-0-135.wav,155202,67.5,71.5,1,1,9,street_music
155202-9-0-38.wav,155202,19.0,23.0,1,1,9,street_music
155202-9-0-42.wav,155202,21.0,25.0,1,1,9,street_music
155202-9-0-6.wav,155202,3.0,7.0,1,1,9,street_music
155310-3-0-0.wav,155310,0.0,2.774785,1,1,3,dog_bark
15564-2-0-0.wav,15564,0.0,4.0,1,1,2,children_playing
15564-2-0-1.wav,15564,0.5,4.5,1,1,2,children_playing
15564-2-0-2.wav,15564,1.0,5.0,1,1,2,children_playing
156194-1-0-0.wav,156194,0.0,0.25208600000000003,2,1,1,car_horn
157867-8-0-0.wav,157867,0.0,4.0,1,1,8,siren
157867-8-0-1.wav,157867,0.5,4.5,1,1,8,siren
157867-8-0-10.wav,157867,5.0,9.0,1,1,8,siren
157867-8-0-11.wav,157867,5.5,9.5,1,1,8,siren
157867-8-0-12.wav,157867,6.0,10.0,1,1,8,siren
157867-8-0-13.wav,157867,6.5,10.5,1,1,8,siren
157867-8-0-14.wav,157867,7.0,11.0,1,1,8,siren
157867-8-0-15.wav,157867,7.5,11.5,1,1,8,siren
157867-8-0-16.wav,157867,8.0,12.0,1,1,8,siren
157867-8-0-17.wav,157867,8.5,12.5,1,1,8,siren
157867-8-0-18.wav,157867,9.0,13.0,1,1,8,siren
157867-8-0-19.wav,157867,9.5,13.5,1,1,8,siren
157867-8-0-2.wav,157867,1.0,5.0,1,1,8,siren
157867-8-0-20.wav,157867,10.0,14.0,1,1,8,siren
157867-8-0-21.wav,157867,10.5,14.5,1,1,8,siren
157867-8-0-22.wav,157867,11.0,15.0,1,1,8,siren
157867-8-0-23.wav,157867,11.5,15.5,1,1,8,siren
157867-8-0-24.wav,157867,12.0,16.0,1,1,8,siren
157867-8-0-25.wav,157867,12.5,16.5,1,1,8,siren
157867-8-0-26.wav,157867,13.0,17.0,1,1,8,siren
157867-8-0-27.wav,157867,13.5,17.5,1,1,8,siren
157867-8-0-28.wav,157867,14.0,18.0,1,1,8,siren
157867-8-0-3.wav,157867,1.5,5.5,1,1,8,siren
157867-8-0-4.wav,157867,2.0,6.0,1,1,8,siren
157867-8-0-5.wav,157867,2.5,6.5,1,1,8,siren
157867-8-0-6.wav,157867,3.0,7.0,1,1,8,siren
157867-8-0-7.wav,157867,3.5,7.5,1,1,8,siren
157867-8-0-8.wav,157867,4.0,8.0,1,1,8,siren
157867-8-0-9.wav,157867,4.5,8.5,1,1,8,siren
159738-8-0-0.wav,159738,0.746987,4.746987,2,1,8,siren
159738-8-0-1.wav,159738,1.2469869999999998,5.246987,2,1,8,siren
159738-8-0-10.wav,159738,5.746987,9.746986999999999,2,1,8,siren
159738-8-0-11.wav,159738,6.246987,10.246986999999999,2,1,8,siren
159738-8-0-12.wav,159738,6.746987,10.746986999999999,2,1,8,siren
159738-8-0-13.wav,159738,7.246987,11.246986999999999,2,1,8,siren
159738-8-0-14.wav,159738,7.746987,11.746986999999999,2,1,8,siren
159738-8-0-15.wav,159738,8.246986999999999,12.246986999999999,2,1,8,siren
159738-8-0-16.wav,159738,8.746986999999999,12.746986999999999,2,1,8,siren
159738-8-0-17.wav,159738,9.246986999999999,13.246986999999999,2,1,8,siren
159738-8-0-18.wav,159738,9.746986999999999,13.746986999999999,2,1,8,siren
159738-8-0-19.wav,159738,10.246986999999999,14.246986999999999,2,1,8,siren
159738-8-0-2.wav,159738,1.7469869999999998,5.746987,2,1,8,siren
159738-8-0-3.wav,159738,2.246987,6.246987,2,1,8,siren
159738-8-0-4.wav,159738,2.746987,6.746987,2,1,8,siren
159738-8-0-5.wav,159738,3.246987,7.246987,2,1,8,siren
159738-8-0-6.wav,159738,3.7469870000000003,7.746987,2,1,8,siren
159738-8-0-7.wav,159738,4.246987,8.246986999999999,2,1,8,siren
159738-8-0-8.wav,159738,4.746987,8.746986999999999,2,1,8,siren
159738-8-0-9.wav,159738,5.246987,9.246986999999999,2,1,8,siren
160009-2-0-1.wav,160009,0.5,4.5,1,1,2,children_playing
160009-2-0-11.wav,160009,5.5,9.5,1,1,2,children_playing
160009-2-0-22.wav,160009,11.0,15.0,1,1,2,children_playing
160009-2-0-30.wav,160009,15.0,19.0,1,1,2,children_playing
160009-2-0-31.wav,160009,15.5,19.5,1,1,2,children_playing
160009-2-0-47.wav,160009,23.5,27.5,1,1,2,children_playing
160009-2-0-5.wav,160009,2.5,6.5,1,1,2,children_playing
160009-2-0-50.wav,160009,25.0,29.0,1,1,2,children_playing
160094-3-0-0.wav,160094,0.12069500000000001,0.31345300000000004,1,1,3,dog_bark
161702-9-0-26.wav,161702,13.0,17.0,1,1,9,street_music
161702-9-0-30.wav,161702,15.0,19.0,1,1,9,street_music
161702-9-0-37.wav,161702,18.5,22.5,1,1,9,street_music
161702-9-0-45.wav,161702,22.5,26.5,1,1,9,street_music
161702-9-0-6.wav,161702,3.0,7.0,1,1,9,street_music
161702-9-0-8.wav,161702,4.0,8.0,1,1,9,street_music
162540-1-0-0.wav,162540,1.2556200000000002,1.618235,1,1,1,car_horn
162540-1-1-0.wav,162540,5.888426,6.202331,1,1,1,car_horn
162540-1-2-0.wav,162540,10.207327000000001,10.672773,1,1,1,car_horn
162703-1-0-0.wav,162703,0.432845,1.592012,2,1,1,car_horn
164053-8-0-0.wav,164053,0.0,4.0,2,1,8,siren
164053-8-1-0.wav,164053,13.783876000000001,17.783876,2,1,8,siren
164053-8-2-0.wav,164053,21.660377,25.660377,2,1,8,siren
164053-8-2-1.wav,164053,22.160377,26.160377,2,1,8,siren
164053-8-2-2.wav,164053,22.660377,26.660377,2,1,8,siren
164053-8-2-3.wav,164053,23.160377,27.160377,2,1,8,siren
164053-8-3-0.wav,164053,49.276156,53.27615600000001,2,1,8,siren
164312-3-0-0.wav,164312,0.0,3.4505790000000003,1,1,3,dog_bark
164312-3-1-0.wav,164312,6.1822870000000005,8.171161999999999,1,1,3,dog_bark
164312-3-3-0.wav,164312,22.380838,24.058201999999998,1,1,3,dog_bark
164312-3-4-0.wav,164312,25.711605,27.412932,1,1,3,dog_bark
165067-2-0-111.wav,165067,55.5,59.5,2,1,2,children_playing
165067-2-0-112.wav,165067,56.0,60.0,2,1,2,children_playing
165067-2-0-35.wav,165067,17.5,21.5,2,1,2,children_playing
165067-2-0-56.wav,165067,28.0,32.0,2,1,2,children_playing
165067-2-0-72.wav,165067,36.0,40.0,2,1,2,children_playing
165067-2-0-9.wav,165067,4.5,8.5,2,1,2,children_playing
165067-2-0-91.wav,165067,45.5,49.5,2,1,2,children_playing
165642-4-0-0.wav,165642,0.0,4.0,1,1,4,drilling
165645-4-0-0.wav,165645,0.0,0.6938880000000001,1,1,4,drilling
165645-4-1-0.wav,165645,0.8888,1.7659049999999998,1,1,4,drilling
165645-4-2-0.wav,165645,1.882852,2.822329,1,1,4,drilling
165645-4-3-0.wav,165645,2.888599,3.765705,1,1,4,drilling
165645-4-4-0.wav,165645,4.295866,5.169073,1,1,4,drilling
165645-4-5-0.wav,165645,5.402966999999999,6.416511,1,1,4,drilling
166268-3-0-0.wav,166268,0.0,0.23920500000000003,1,1,3,dog_bark
166268-3-1-0.wav,166268,0.940874,2.382484,1,1,3,dog_bark
166268-3-2-0.wav,166268,3.495586,3.706087,1,1,3,dog_bark
172314-9-0-22.wav,172314,11.0,15.0,2,1,9,street_music
172314-9-0-40.wav,172314,20.0,24.0,2,1,9,street_music
172314-9-0-51.wav,172314,25.5,29.5,2,1,9,street_music
172314-9-0-52.wav,172314,26.0,30.0,2,1,9,street_music
172314-9-0-72.wav,172314,36.0,40.0,2,1,9,street_music
172314-9-0-80.wav,172314,40.0,44.0,2,1,9,street_music
174276-7-0-0.wav,174276,0.273606,2.633453,1,1,7,jackhammer
174276-7-1-0.wav,174276,4.651294,7.1137429999999995,1,1,7,jackhammer
174276-7-2-0.wav,174276,8.139764,12.139764,1,1,7,jackhammer
174276-7-3-0.wav,174276,14.603694,18.603694,1,1,7,jackhammer
174276-7-4-0.wav,174276,20.007403,24.007403,1,1,7,jackhammer
174276-7-5-0.wav,174276,27.052745,29.925603000000002,1,1,7,jackhammer
174276-7-6-0.wav,174276,31.464634000000004,34.508495,1,1,7,jackhammer
174290-6-0-0.wav,174290,0.273102,2.366884,1,1,6,gun_shot
174290-6-1-0.wav,174290,5.3558330000000005,7.889612,1,1,6,gun_shot
174290-6-2-0.wav,174290,9.968221,12.289587,1,1,6,gun_shot
174290-6-3-0.wav,174290,14.959918,17.372318,1,1,6,gun_shot
174294-6-0-0.wav,174294,0.0,2.535721,1,1,6,gun_shot
174294-6-1-0.wav,174294,4.167707,7.343939,1,1,6,gun_shot
174294-6-2-0.wav,174294,10.046368,13.126084,1,1,6,gun_shot
175845-1-0-0.wav,175845,1.667248,2.405537,1,1,1,car_horn
175851-1-0-0.wav,175851,0.348692,1.791682,1,1,1,car_horn
17592-5-0-0.wav,17592,2.0051740000000002,6.005174,1,1,5,engine_idling
17592-5-1-0.wav,17592,8.921325999999999,12.921325999999999,1,1,5,engine_idling
17592-5-1-1.wav,17592,9.421325999999999,13.421326,1,1,5,engine_idling
17592-5-1-2.wav,17592,9.921325999999999,13.921326,1,1,5,engine_idling
17592-5-1-3.wav,17592,10.421325999999999,14.421326,1,1,5,engine_idling
176257-3-0-0.wav,176257,45.814378999999995,49.814378999999995,1,1,3,dog_bark
176258-3-1-12.wav,176258,75.89762900000001,79.89762900000001,1,1,3,dog_bark
176258-3-1-13.wav,176258,76.39762900000001,80.39762900000001,1,1,3,dog_bark
176258-3-1-18.wav,176258,78.89762900000001,82.89762900000001,1,1,3,dog_bark
176258-3-1-2.wav,176258,70.89762900000001,74.89762900000001,1,1,3,dog_bark
176638-1-0-0.wav,176638,4.51208,5.0611690000000005,1,1,1,car_horn
176638-1-1-0.wav,176638,6.7243520000000006,7.520133,1,1,1,car_horn
